0,434,1108,349,562
1,204,284,224,196
2,240,372,149,209
3,337,697,313,338
4,185,237,178,154
5,85,79,136,84
6,112,80,138,91
7,127,270,92,132
8,222,350,83,180
9,124,143,152,83
10,104,145,57,87
11,184,259,86,165
12,224,616,158,270
13,206,193,200,138
14,191,171,169,135
15,283,543,241,269
16,167,235,174,144
17,81,55,103,75
18,72,98,77,71
19,123,129,115,95
20,106,86,121,66
21,42,31,46,47
22,57,26,82,52
23,70,92,56,48
24,86,56,72,85
25,51,27,136,66
26,54,27,61,47
27,82,51,57,72
28,52,224,42,100
29,53,75,28,53
30,65,71,52,55
31,135,230,261,181
32,162,377,99,189
33,56,74,49,58
34,46,99,19,53
35,154,218,45,106
36,101,156,155,84
37,38,38,137,48
38,49,45,109,53
39,53,130,50,67
40,82,124,25,61
41,33,39,97,45
42,39,40,23,34
43,84,121,22,76
44,86,218,44,137
45,60,45,34,39
46,63,74,52,58
47,121,230,62,125
48,238,554,124,255
49,113,163,61,103
50,67,188,39,101
51,219,444,89,214
52,210,180,147,113
53,85,100,60,55
54,116,64,99,81
55,122,203,59,80
56,228,231,88,135
57,142,102,115,77
58,111,127,88,83
59,130,158,78,66
60,235,518,150,213
61,183,206,122,125
62,184,160,216,127
63,305,593,305,312
64,217,321,323,216
65,98,142,176,91
66,117,115,117,79
67,195,212,206,138
68,88,51,147,67
69,63,62,88,48
70,52,28,111,54
71,85,87,100,86
72,64,136,54,83
73,45,87,178,64
74,38,49,79,50
75,60,77,34,68
76,100,167,72,74
77,126,124,109,68
78,77,65,107,50
79,165,216,212,118
80,84,95,179,110
81,30,43,88,49
82,33,34,60,51
83,73,83,86,51
84,46,44,80,49
85,18,20,23,43
86,12,14,32,27
87,23,53,27,35
88,44,24,74,44
89,22,20,105,31
90,19,7,2,17
91,51,32,72,50
92,39,86,41,41
93,39,52,6,21
94,43,44,96,41
95,72,94,53,80
96,97,69,112,93
97,34,14,65,42
98,29,18,34,34
99,121,58,113,89
100,66,23,136,67
101,18,23,147,54
102,32,12,140,58
103,56,42,88,35
104,48,38,43,32
105,18,9,92,29
106,21,11,27,25
107,43,25,75,53
108,73,56,62,60
109,36,27,50,28
110,50,31,106,52
111,104,64,135,87
112,94,240,35,94
113,44,121,38,52
114,22,89,21,54
115,71,235,52,89
116,71,78,46,51
117,36,67,20,27
118,41,31,28,34
119,54,106,22,49
120,65,90,47,62
121,58,65,170,71
122,32,44,47,41
123,60,82,69,59
124,106,182,46,101
125,100,164,64,91
126,98,106,124,97
127,163,295,608,254
128,229,382,158,218
129,110,95,82,78
130,138,205,92,111
131,161,211,135,127
132,67,68,64,67
133,39,28,44,37
134,41,28,52,50
135,53,62,25,51
136,73,106,20,59
137,39,48,59,44
138,36,46,3,37
139,56,76,24,60
140,150,243,76,136
141,91,39,3,34
142,150,111,98,79
143,178,203,188,132
144,109,108,241,106
145,54,40,99,57
146,52,58,161,74
147,88,80,100,64
148,33,46,147,65
149,13,15,95,41
150,20,8,116,33
151,47,43,130,47
152,71,36,142,55
153,39,12,144,50
154,21,12,104,37
155,47,31,144,44
156,41,105,44,54
157,48,53,47,31
158,40,64,169,76
159,85,107,258,124
160,119,136,72,89
161,37,25,34,39
162,40,66,11,45
163,89,81,35,64
164,30,47,160,76
165,8,4,7,9
166,25,13,135,44
167,29,33,102,64
168,48,41,20,40
169,10,23,53,30
170,22,19,21,22
171,38,19,44,45
172,66,93,53,81
173,35,17,34,34
174,59,46,77,60
175,72,71,98,61
176,113,157,76,137
177,48,62,25,56
178,71,94,48,72
179,131,160,69,102
180,54,62,52,57
181,39,33,36,26
182,50,27,71,37
183,55,67,38,52
184,110,102,52,67
185,35,31,86,42
186,65,58,110,52
187,58,71,100,73
188,99,183,55,114
189,90,86,62,59
190,95,102,136,61
191,187,190,154,172
192,310,636,186,311
193,94,181,75,107
194,104,159,50,115
195,212,459,112,230
196,118,183,74,97
197,89,92,45,58
198,71,35,62,73
199,104,242,37,103
200,88,253,47,124
201,46,106,52,59
202,32,95,38,67
203,52,197,33,105
204,149,449,68,196
205,140,247,85,122
206,146,179,72,91
207,247,563,161,258
208,177,214,146,139
209,61,63,55,46
210,42,65,48,52
211,133,154,86,128
212,87,123,58,62
213,33,46,29,33
214,40,16,39,34
215,52,119,29,39
216,73,38,17,48
217,60,35,110,47
218,49,21,76,33
219,97,61,66,88
220,65,185,42,86
221,50,82,27,50
222,53,75,52,49
223,139,246,54,131
224,196,211,144,164
225,54,58,60,52
226,71,57,32,47
227,186,196,123,137
228,116,102,140,81
229,33,45,170,59
230,53,26,128,42
231,100,118,178,100
232,121,125,80,82
233,48,49,180,51
234,44,39,101,61
235,101,132,99,92
236,113,164,54,90
237,66,49,81,60
238,69,47,116,53
239,158,181,123,126
240,257,407,113,239
241,126,176,76,135
242,87,185,47,111
243,249,485,138,249
244,185,224,130,138
245,80,124,64,72
246,86,61,116,90
247,148,320,88,136
248,213,222,161,134
249,88,113,244,73
250,113,98,197,114
251,167,181,176,127
252,291,460,195,289
253,147,272,151,150
254,162,173,308,181
255,272,717,395,404
256,199,248,188,208
257,103,84,137,77
258,133,100,86,90
259,171,190,158,129
260,97,70,95,70
261,38,29,78,41
262,55,36,96,58
263,56,91,33,61
264,105,82,41,68
265,51,42,84,46
266,30,29,32,28
267,76,75,50,64
268,114,155,83,93
269,98,72,113,53
270,92,79,82,64
271,152,165,126,131
272,98,80,100,79
273,63,22,67,27
274,36,37,45,26
275,67,52,55,33
276,53,33,85,32
277,25,8,32,21
278,43,14,62,25
279,29,38,36,21
280,47,27,47,30
281,28,14,122,42
282,21,5,60,25
283,48,23,43,37
284,35,71,19,44
285,32,19,18,26
286,34,30,34,27
287,99,87,43,49
288,109,120,51,67
289,20,24,35,22
290,32,30,13,21
291,78,62,33,46
292,61,61,90,31
293,14,17,101,21
294,21,12,58,23
295,33,41,21,26
296,44,36,22,32
297,19,12,65,30
298,20,12,16,26
299,50,32,21,33
300,47,61,17,54
301,19,21,18,24
302,44,25,45,27
303,70,79,37,56
304,102,169,65,82
305,61,56,44,50
306,33,68,29,41
307,97,136,45,64
308,114,69,87,57
309,49,26,26,25
310,57,30,64,30
311,63,64,31,54
312,113,62,63,42
313,45,21,78,36
314,58,35,62,33
315,57,37,41,37
316,141,139,65,69
317,89,73,82,54
318,103,63,127,61
319,138,159,129,125
320,83,72,230,106
321,57,33,101,57
322,71,33,90,40
323,83,63,128,64
324,36,12,60,25
325,38,17,70,22
326,29,10,85,23
327,34,32,34,22
328,39,21,34,19
329,25,16,126,32
330,26,11,57,21
331,41,29,18,34
332,49,52,40,34
333,67,40,59,44
334,45,21,46,31
335,85,71,81,64
336,57,52,139,56
337,29,25,82,29
338,18,25,45,12
339,54,38,55,48
340,17,11,58,43
341,7,9,17,21
342,15,4,13,11
343,26,17,19,22
344,21,6,55,33
345,13,6,62,23
346,7,3,1,3
347,36,14,60,22
348,24,43,17,24
349,14,25,4,8
350,27,16,68,25
351,48,46,34,32
352,55,19,75,49
353,21,5,57,22
354,18,8,18,8
355,48,17,79,29
356,32,14,98,29
357,16,4,126,38
358,11,3,117,32
359,28,16,68,24
360,17,6,21,24
361,7,6,74,24
362,13,3,18,10
363,31,13,46,23
364,44,24,42,40
365,16,6,36,16
366,28,12,68,24
367,49,30,75,44
368,47,63,28,40
369,33,45,28,23
370,10,30,14,20
371,35,64,21,32
372,42,30,21,24
373,13,26,11,14
374,21,11,21,14
375,27,49,12,24
376,26,28,29,23
377,32,22,114,37
378,15,12,30,21
379,33,28,49,24
380,63,62,19,47
381,60,52,48,43
382,68,33,90,49
383,75,99,75,73
384,106,87,87,88
385,49,39,59,38
386,71,56,43,33
387,87,60,84,59
388,29,21,35,29
389,18,4,32,15
390,15,10,36,23
391,25,20,14,21
392,29,26,9,21
393,20,10,36,19
394,28,10,5,5
395,32,18,21,25
396,58,82,44,54
397,42,10,2,11
398,77,37,55,38
399,109,62,119,62
400,69,43,135,59
401,28,16,92,31
402,41,17,109,26
403,60,38,62,41
404,10,12,107,27
405,10,3,68,16
406,10,10,86,18
407,33,15,101,20
408,22,5,93,30
409,20,7,141,44
410,23,7,85,16
411,35,9,94,40
412,27,35,36,21
413,18,21,39,19
414,19,28,123,36
415,51,40,65,39
416,72,39,43,37
417,18,17,27,13
418,34,24,6,15
419,68,28,29,18
420,26,12,122,31
421,7,0,4,6
422,15,10,101,33
423,12,22,93,34
424,27,11,18,20
425,13,1,44,17
426,9,5,14,17
427,20,11,16,14
428,52,31,26,40
429,14,10,37,22
430,43,21,53,26
431,57,31,62,44
432,66,55,45,51
433,27,25,21,31
434,17,33,26,20
435,67,59,47,38
436,35,22,33,26
437,14,11,29,21
438,31,10,46,30
439,47,24,36,14
440,44,26,36,30
441,26,11,65,27
442,35,13,60,27
443,39,24,52,29
444,64,65,32,43
445,45,40,60,37
446,55,39,112,49
447,82,69,116,73
