618,16,8,18,17
619,28,16,122,43
620,42,16,35,32
621,26,13,28,13
622,29,10,77,32
623,45,30,112,45
624,61,108,24,41
625,25,52,18,17
626,6,29,9,25
627,24,143,27,50
628,32,51,25,24
629,17,35,9,13
630,18,20,11,16
631,21,57,7,12
632,53,75,31,28
633,29,54,80,31
634,16,49,52,17
635,43,56,48,21
636,50,46,7,30
637,57,61,8,22
638,34,35,9,21
639,55,94,21,40
640,81,102,50,72
641,60,42,17,29
642,45,47,8,26
643,99,77,31,46
644,32,24,24,29
645,17,7,0,6
646,23,20,17,21
647,38,17,10,26
648,63,101,11,39
649,25,35,6,18
650,43,41,3,27
651,45,51,6,32
652,60,87,16,46
653,33,21,0,10
654,55,30,7,12
655,82,77,30,52
656,38,30,134,44
657,25,8,55,17
658,20,11,46,21
659,49,32,84,24
660,9,11,1,7
661,6,1,10,6
662,7,2,3,3
663,3,5,0,4
664,27,12,80,27
665,11,5,58,20
666,15,8,60,18
667,9,13,74,18
668,19,37,29,21
669,12,16,19,12
670,11,20,30,12
671,39,34,107,45
672,48,38,21,34
673,16,9,3,16
674,23,18,7,13
675,52,26,13,26
676,23,17,44,26
677,2,2,3,3
678,5,14,31,16
679,19,4,13,15
680,27,18,8,20
681,8,5,10,5
682,17,7,8,13
683,23,15,8,12
684,23,15,24,23
685,12,7,6,11
686,28,7,18,16
687,37,28,24,28
688,67,86,41,52
689,38,19,14,21
690,22,32,5,19
691,73,92,25,50
692,34,21,23,22
693,18,7,5,9
694,18,16,19,16
695,23,36,11,23
696,75,60,11,42
697,36,30,45,23
698,45,32,28,31
699,50,45,32,37
700,54,53,19,41
701,47,19,18,20
702,41,29,19,16
703,73,59,101,64
704,90,206,77,154
705,51,86,39,60
706,44,71,24,48
707,96,174,48,124
708,47,44,25,46
709,22,28,12,36
710,29,23,13,38
711,27,53,10,41
712,66,136,40,66
713,29,58,41,38
714,36,40,18,25
715,25,88,15,56
716,73,138,14,69
717,67,102,24,45
718,58,64,15,48
719,109,181,56,107
720,35,74,64,53
721,29,20,10,20
722,21,19,31,30
723,70,64,65,37
724,42,36,29,27
725,16,16,6,18
726,13,14,14,19
727,32,27,13,14
728,27,12,4,24
729,16,3,90,33
730,9,12,60,29
731,29,23,40,31
732,42,62,13,43
733,23,22,9,15
734,24,24,16,13
735,61,95,32,59
736,74,51,51,41
737,18,17,12,21
738,22,26,16,23
739,84,60,78,52
740,49,30,475,140
741,20,9,29,12
742,23,10,48,25
743,42,31,39,16
744,43,50,51,43
745,15,23,73,20
746,24,10,46,35
747,49,42,71,44
748,45,40,47,36
749,32,21,22,26
750,33,15,52,22
751,98,66,68,52
752,111,165,44,92
753,44,58,25,61
754,30,73,21,50
755,92,184,27,81
756,64,86,21,47
757,40,43,7,28
758,31,22,22,36
759,69,92,14,54
760,119,111,33,55
761,33,52,62,37
762,48,63,40,39
763,85,77,31,53
764,92,136,31,85
765,59,103,36,75
766,65,71,124,70
767,115,300,90,139
768,232,595,242,333
769,94,142,109,109
770,139,237,79,111
771,157,414,187,203
772,99,177,47,78
773,38,83,59,49
774,62,50,54,51
775,67,173,30,80
776,86,115,18,70
777,36,73,80,51
778,41,49,42,49
779,60,109,45,64
780,156,502,89,192
781,111,185,155,114
782,138,174,108,99
783,154,373,141,157
784,127,170,135,115
785,45,58,87,47
786,64,72,48,36
787,82,147,65,73
788,65,87,84,89
789,38,41,27,40
790,32,34,56,38
791,43,99,19,38
792,79,46,53,72
793,39,29,98,48
794,53,33,73,40
795,43,48,29,59
796,41,191,18,78
797,45,104,21,44
798,42,73,25,42
799,110,245,38,112
800,102,169,63,90
801,28,48,45,33
802,48,70,19,42
803,48,146,30,72
804,40,72,50,49
805,13,26,67,34
806,21,32,68,39
807,16,97,48,42
808,40,53,30,40
809,19,15,52,24
810,10,27,36,30
811,21,57,33,38
812,43,133,29,86
813,22,51,36,35
814,41,64,33,40
815,38,180,55,101
816,150,409,57,166
817,70,130,22,65
818,42,172,58,79
819,130,345,26,128
820,125,175,88,92
821,62,120,58,62
822,83,76,72,51
823,94,224,34,65
824,152,147,42,75
825,60,76,81,59
826,88,113,37,55
827,66,113,36,49
828,169,404,47,166
829,109,204,109,89
830,139,194,153,93
831,213,546,171,232
832,276,232,347,172
833,130,87,223,83
834,134,83,94,65
835,184,160,213,111
836,77,45,116,42
837,73,54,49,45
838,59,36,172,50
839,78,83,53,45
840,59,43,30,33
841,41,54,124,50
842,35,39,62,34
843,82,59,43,44
844,123,159,63,82
845,157,111,202,82
846,118,56,138,54
847,179,145,132,92
848,145,115,247,103
849,50,47,166,72
850,56,57,88,36
851,114,110,82,56
852,40,43,63,33
853,32,24,41,31
854,28,11,29,20
855,39,29,28,28
856,44,19,42,34
857,29,17,240,73
858,21,15,1,8
859,60,21,54,34
860,58,93,22,35
861,34,69,4,19
862,48,64,50,36
863,80,88,23,37
864,125,41,27,73
865,36,14,32,33
866,36,12,16,22
867,109,37,29,43
868,53,30,149,63
869,17,13,305,69
870,37,4,274,74
871,57,24,157,43
872,53,27,49,29
873,12,12,243,53
874,18,13,134,36
875,47,22,125,64
876,93,38,84,67
877,26,20,104,46
878,64,13,195,69
879,111,57,135,89
880,95,167,33,75
881,46,103,44,43
882,23,68,17,36
883,80,180,47,74
884,51,45,21,29
885,24,69,11,31
886,31,24,20,19
887,49,113,14,29
888,51,50,23,25
889,38,60,80,35
890,21,45,33,21
891,50,71,38,41
892,128,120,23,74
893,96,177,99,86
894,108,95,150,74
895,134,328,128,127
896,189,206,120,115
897,91,65,47,46
898,124,123,44,63
899,135,128,72,71
900,47,37,27,41
901,31,17,46,27
902,31,19,37,36
903,44,42,27,38
904,56,41,12,22
905,19,24,39,23
906,38,14,4,15
907,75,29,20,35
908,112,157,38,77
909,80,28,1,24
910,161,95,71,69
911,204,121,96,99
912,128,93,106,58
913,64,31,63,35
914,65,51,159,50
915,97,66,11,35
916,31,43,93,25
917,19,13,69,30
918,30,18,102,43
919,36,31,62,25
920,58,18,57,45
921,25,8,120,26
922,29,8,69,23
923,42,24,93,44
924,51,106,30,52
925,39,61,52,27
926,53,63,119,30
927,122,91,68,62
928,129,111,84,63
929,39,27,51,30
930,41,69,21,22
931,119,79,60,59
932,34,57,169,60
933,16,17,8,8
934,39,16,174,39
935,40,45,111,45
936,46,37,37,29
937,15,15,96,32
938,28,31,43,28
939,50,26,96,45
940,86,115,57,71
941,42,32,67,28
942,66,66,123,46
943,116,73,135,78
944,80,99,47,75
945,36,46,35,35
946,48,59,25,43
947,105,84,49,63
948,33,39,30,32
949,13,25,49,12
950,31,17,54,33
951,31,46,38,34
952,45,33,28,19
953,24,10,98,26
954,37,15,73,19
955,42,31,61,31
956,91,168,33,79
957,72,69,79,43
958,102,104,116,67
959,137,141,76,105
960,268,421,155,213
961,81,96,53,58
962,94,105,54,63
963,199,294,36,137
964,107,132,49,59
965,63,55,56,50
966,62,45,43,33
967,61,153,32,84
968,87,158,43,84
969,30,76,55,35
970,37,70,40,43
971,59,117,35,73
972,103,343,30,125
973,110,163,83,73
974,136,125,49,65
975,217,408,153,183
976,191,175,212,122
977,56,66,95,36
978,66,65,94,35
979,162,209,97,106
980,82,112,95,57
981,31,51,27,42
982,28,12,54,26
983,60,90,27,43
984,64,29,10,32
985,30,24,200,52
986,23,14,85,38
987,73,52,89,58
988,60,181,31,68
989,36,103,25,31
990,58,92,68,46
991,142,280,106,115
992,247,134,188,111
993,51,30,134,62
994,64,28,68,39
995,208,141,162,101
996,100,80,191,79
997,35,24,210,50
998,73,10,185,44
999,63,78,139,61
1000,94,61,84,52
1001,27,26,210,44
1002,50,15,120,47
1003,87,77,162,65
1004,90,103,65,69
1005,39,54,88,59
1006,64,31,137,30
1007,148,160,167,98
1008,180,278,219,156
1009,63,124,69,60
1010,72,100,145,75
1011,152,371,120,154
1012,121,150,100,93
1013,46,78,59,53
1014,48,42,101,62
1015,80,236,80,95
1016,108,129,116,97
1017,43,57,127,65
1018,54,79,126,82
1019,88,140,123,97
1020,144,376,112,185
1021,78,229,138,130
1022,95,150,294,136
1023,138,492,154,250
1024,198,286,291,224
1025,102,70,117,72
1026,94,161,79,88
1027,114,204,253,120
1028,90,70,76,63
1029,72,28,112,48
1030,51,32,114,36
1031,69,104,59,68
1032,82,89,51,60
1033,42,51,179,61
1034,38,36,64,38
1035,56,73,107,58
1036,108,175,82,94
1037,103,66,178,78
1038,89,93,107,56
1039,150,157,176,110
1040,145,118,139,78
1041,92,58,87,51
1042,63,52,47,28
1043,104,99,70,60
1044,37,34,50,31
1045,20,20,28,18
1046,35,19,33,14
1047,38,36,10,20
1048,48,23,39,33
1049,38,17,129,44
1050,27,9,41,18
1051,66,29,44,36
1052,43,88,17,40
1053,33,31,22,23
1054,56,50,76,33
1055,114,128,33,51
1056,150,105,82,73
1057,45,23,35,31
1058,36,37,19,25
1059,94,79,47,52
1060,82,35,91,45
1061,24,17,146,33
1062,32,18,99,46
1063,40,42,46,38
1064,50,37,37,24
1065,24,9,171,37
1066,16,14,44,17
1067,67,35,50,22
1068,68,79,22,50
1069,38,18,29,22
1070,63,49,85,33
1071,104,92,56,63
1072,111,161,71,82
1073,82,73,53,56
1074,26,59,13,19
1075,94,200,93,65
1076,85,54,53,50
1077,75,29,47,32
1078,97,25,68,50
1079,76,60,24,29
1080,71,44,31,19
1081,36,44,87,30
1082,57,49,79,42
1083,52,52,52,26
1084,154,157,68,73
1085,92,74,116,59
1086,118,61,20,47
1087,137,156,172,106
1088,90,62,144,78
1089,61,21,37,25
1090,59,21,27,37
1091,69,38,139,38
1092,27,4,35,18
1093,27,16,51,18
1094,30,8,64,23
1095,31,20,24,22
1096,38,20,11,14
1097,25,14,56,24
1098,23,6,92,17
1099,30,14,33,15
1100,34,33,40,27
1101,49,20,102,27
1102,52,14,33,21
1103,67,31,102,44
1104,101,57,112,61
1105,58,31,78,42
1106,34,45,49,25
1107,70,55,81,48
1108,41,23,46,32
1109,9,6,17,18
1110,28,4,12,13
1111,18,14,12,22
1112,26,14,50,27
1113,20,13,120,51
1114,28,4,1,14
1115,46,20,58,32
1116,45,59,18,25
1117,29,20,4,9
1118,60,36,25,28
1119,74,78,34,37
1120,63,19,56,29
1121,26,21,28,30
1122,18,15,13,11
1123,64,30,79,32
1124,19,19,79,17
1125,8,12,190,59
1126,18,3,149,46
1127,23,17,109,29
1128,13,6,19,19
1129,10,6,119,33
1130,9,1,16,8
1131,33,16,84,36
1132,35,23,3,22
1133,37,19,61,28
1134,35,16,6,18
1135,70,30,108,51
1136,44,69,15,35
1137,25,30,8,9
1138,8,32,6,9
1139,35,69,23,46
1140,38,18,11,12
1141,16,17,4,8
1142,18,7,7,9
1143,23,28,2,14
1144,30,10,6,8
1145,18,26,16,12
1146,20,13,7,12
1147,25,22,9,25
1148,67,58,9,38
1149,78,56,65,54
1150,105,61,63,49
1151,96,75,67,64
1152,88,101,60,71
1153,48,29,18,20
1154,69,72,16,38
1155,52,48,37,43
1156,19,18,14,19
1157,16,7,5,9
1158,7,10,24,14
1159,20,25,6,14
1160,34,28,9,17
1161,16,15,7,7
1162,15,17,2,13
1163,16,31,10,17
1164,56,63,22,33
1165,44,19,0,5
1166,54,59,14,27
1167,75,60,33,42
1168,49,76,149,63
1169,30,26,59,26
1170,47,44,68,34
1171,46,51,82,39
1172,23,16,49,19
1173,7,7,30,13
1174,11,7,22,7
1175,7,16,15,15
1176,18,20,57,27
1177,14,9,80,16
1178,13,11,26,6
1179,20,20,74,19
1180,20,83,27,32
1181,24,26,22,20
1182,26,43,17,20
1183,37,60,60,44
1184,59,62,40,29
1185,29,22,12,15
1186,24,33,14,17
1187,48,28,28,27
1188,15,8,104,27
1189,4,2,3,1
1190,13,6,158,31
1191,19,10,55,21
1192,18,22,12,16
1193,7,11,41,13
1194,11,14,12,11
1195,17,6,35,25
1196,43,43,25,34
1197,30,17,16,13
1198,57,41,40,27
1199,38,28,89,25
1200,49,59,28,33
1201,39,16,10,23
1202,23,38,9,21
1203,51,62,22,31
1204,27,19,15,17
1205,17,7,9,11
1206,20,14,15,11
1207,24,14,3,16
1208,26,14,11,9
1209,21,8,11,6
1210,22,7,11,14
1211,19,21,10,14
1212,58,70,14,35
1213,46,30,13,23
1214,48,51,61,44
1215,68,56,44,43
1216,113,132,64,80
1217,48,59,17,31
1218,45,45,17,21
1219,79,118,50,50
1220,37,42,12,28
1221,31,26,44,32
1222,22,11,25,12
1223,32,59,7,32
1224,27,45,13,22
1225,23,31,26,23
1226,14,13,11,19
1227,34,49,14,27
1228,63,111,16,41
1229,66,90,49,35
1230,33,49,14,18
1231,109,132,41,67
1232,145,105,127,84
1233,76,49,74,38
1234,41,49,40,32
1235,112,104,107,69
1236,69,43,6,22
1237,31,19,2,12
1238,31,10,3,17
1239,29,32,6,14
1240,53,21,8,22
1241,36,15,89,33
1242,16,14,50,17
1243,47,31,47,34
1244,47,74,18,33
1245,43,48,9,14
1246,56,53,15,18
1247,103,132,22,49
1248,89,47,59,42
1249,43,15,19,22
1250,22,16,16,12
1251,90,51,44,41
1252,34,18,10,11
1253,22,7,21,14
1254,22,8,12,5
1255,31,15,11,12
1256,37,31,29,17
1257,20,8,70,16
1258,22,10,23,12
1259,52,26,41,23
1260,29,26,3,14
1261,24,9,4,9
1262,27,13,5,8
1263,69,29,11,24
1264,129,140,18,65
1265,75,75,20,44
1266,50,96,22,36
1267,94,166,46,66
1268,53,42,50,31
1269,63,39,27,24
1270,35,19,29,20
1271,75,78,6,34
1272,74,49,39,36
1273,33,32,58,22
1274,43,28,72,23
1275,57,43,28,21
1276,101,119,24,60
1277,80,89,68,44
1278,88,79,94,37
1279,113,212,91,110
1280,99,86,178,87
1281,60,27,120,54
1282,54,34,108,47
1283,101,71,160,74
1284,64,30,82,28
1285,30,14,61,27
1286,35,14,89,32
1287,43,51,58,34
1288,50,26,40,22
1289,28,15,84,35
1290,37,13,21,15
1291,49,43,68,46
1292,72,49,82,63
1293,54,18,111,50
1294,78,21,88,46
1295,84,56,117,70
1296,43,27,75,37
1297,15,4,42,12
1298,16,10,54,13
1299,30,25,68,27
1300,26,27,48,26
1301,19,9,20,15
1302,11,7,54,14
1303,24,34,19,11
1304,24,16,54,22
1305,8,5,142,31
1306,9,3,15,9
1307,19,9,32,22
1308,16,26,19,18
1309,19,17,18,14
1310,22,17,15,19
1311,44,38,66,47
1312,62,52,23,26
1313,6,10,6,10
1314,15,6,7,6
1315,34,23,14,11
1316,27,21,81,32
1317,10,6,101,23
1318,13,2,70,16
1319,14,33,26,19
1320,15,15,3,11
1321,9,0,4,1
1322,7,7,6,4
1323,16,16,17,15
1324,27,22,22,27
1325,11,8,37,22
1326,16,3,16,14
1327,41,30,85,27
1328,71,56,33,36
1329,26,22,15,19
1330,23,27,14,21
1331,49,62,33,38
1332,65,36,36,38
1333,25,13,5,12
1334,41,12,35,15
1335,53,55,16,27
1336,48,23,39,28
1337,31,15,82,25
1338,42,15,23,14
1339,23,32,63,23
1340,90,71,61,41
1341,65,35,56,29
1342,72,40,92,46
1343,87,100,132,74
1344,33,20,125,56
1345,35,15,54,28
1346,22,12,55,23
1347,50,17,85,44
1348,21,11,50,16
1349,12,8,24,16
1350,12,5,36,22
1351,16,14,30,20
1352,18,14,29,16
1353,15,19,71,23
1354,5,2,3,2
1355,15,11,38,28
1356,33,25,15,16
1357,31,13,17,16
1358,27,2,41,23
1359,43,29,70,34
1360,28,20,48,23
1361,9,5,18,12
1362,11,5,21,10
